match,reward,win_rate_rolling,position,actor_loss,critic_loss,stage
28,-1.3940200613142681,0.25918998974526153,1,0.8570704144449607,1.4986897991451527,Stage 3: vs. Heuristic V2
29,-0.17496917040710988,0.25817409701304656,1,0.8541786666873618,1.492520444431444,Stage 3: vs. Heuristic V2
30,0.28606491755718544,0.25827211486752044,3,0.8566525994203442,1.4948856849575627,Stage 3: vs. Heuristic V2
31,1.1927469337455057,0.2604218640455728,4,0.8580569924563144,1.4982236500807324,Stage 3: vs. Heuristic V2
32,0.3749655510794715,0.2604325299142329,1,0.8601253232162978,1.4954854419379358,Stage 3: vs. Heuristic V2
33,-0.7252946648099665,0.26069633838450035,4,0.8526913621113045,1.4979743666652428,Stage 3: vs. Heuristic V2
34,1.3342082867988774,0.2636242627835006,4,0.8563190422062051,1.4995883972211173,Stage 3: vs. Heuristic V2
35,-0.645855338543677,0.2635093937439469,4,0.8513820334010982,1.4923595296996148,Stage 3: vs. Heuristic V2
36,1.6018328856139157,0.2642676268503325,1,0.8488917943256633,1.4976306060803417,Stage 3: vs. Heuristic V2
37,-1.1052930600978492,0.2640353390961905,2,0.8465185306323098,1.4961748328521578,Stage 3: vs. Heuristic V2
38,-0.19034373587768535,0.26430635788008977,3,0.8480690380756081,1.5007086643359437,Stage 3: vs. Heuristic V2
39,0.05021922186138289,0.26356395361241497,1,0.8568097507701053,1.5040848263271003,Stage 3: vs. Heuristic V2
40,0.09472517174539377,0.26334710608618034,2,0.8608930812615867,1.504301064224388,Stage 3: vs. Heuristic V2
41,1.0519472734807234,0.2630465364369852,2,0.8607568849630246,1.495904692244184,Stage 3: vs. Heuristic V2
42,-1.4206273943124423,0.2605697760102714,1,0.8658754285919266,1.5016238980759875,Stage 3: vs. Heuristic V2
43,-0.7054945082883538,0.26192761231005207,2,0.866017918996178,1.5120472864014303,Stage 3: vs. Heuristic V2
44,0.17584399253611274,0.26330578190349824,3,0.8725906084613988,1.512990962974093,Stage 3: vs. Heuristic V2
45,1.048123926762522,0.2623132164916455,2,0.8675991200284011,1.513980079274637,Stage 3: vs. Heuristic V2
46,0.8078007392568304,0.2610583101897454,4,0.8713291498097377,1.5208058313445747,Stage 3: vs. Heuristic V2
47,-0.5984243687813163,0.2610762093331527,1,0.867595460458466,1.5214472423668433,Stage 3: vs. Heuristic V2
48,0.38882015549639404,0.25916044884848766,2,0.8678501868221941,1.5312270011210498,Stage 3: vs. Heuristic V2
49,-0.4548621677273771,0.257868629910419,1,0.8620391617512138,1.5207181866667445,Stage 3: vs. Heuristic V2
50,1.8434284250768775,0.2596584356268202,3,0.8576226199986419,1.5258816342622896,Stage 3: vs. Heuristic V2
51,-2.608014788537,0.2578957647364716,3,0.8568791385813106,1.522145814377646,Stage 3: vs. Heuristic V2
52,-1.2322344375542802,0.2572740079878883,1,0.8555465253805437,1.5210848153506686,Stage 3: vs. Heuristic V2
53,0.527460285783526,0.2576044580539459,4,0.850125718703328,1.5180129368222643,Stage 3: vs. Heuristic V2
54,-1.1346187026892678,0.2555117342416801,2,0.8523292314658536,1.51700558039338,Stage 3: vs. Heuristic V2
55,-1.9873144627256536,0.255125870792161,1,0.8559253384598053,1.5241196129292578,Stage 3: vs. Heuristic V2
56,1.018036905071724,0.25394077774796103,1,0.8593353296437379,1.5187066147992327,Stage 3: vs. Heuristic V2
57,0.1876044260383786,0.2514169415055294,2,0.854391808657334,1.5181869985619152,Stage 3: vs. Heuristic V2
58,0.7870368856316733,0.2491333229194233,1,0.8584027647129868,1.5248151329349209,Stage 3: vs. Heuristic V2
59,2.040899530334017,0.25126510591439166,4,0.8563029895839278,1.5311864376220676,Stage 3: vs. Heuristic V2
60,-0.21660587193042047,0.25190347824128234,4,0.8584265261547924,1.5342672971049724,Stage 3: vs. Heuristic V2
61,0.5388576416365833,0.2515384024508808,3,0.8526473744510475,1.5425739112877048,Stage 3: vs. Heuristic V2
62,-1.0111409511872171,0.25176623339035625,1,0.8505673236996686,1.5384356106004515,Stage 3: vs. Heuristic V2
63,0.16288881617123832,0.25219523454154813,3,0.8593851328073655,1.539393285084357,Stage 3: vs. Heuristic V2
64,-0.827404153926831,0.2504155339022611,4,0.8554340476327025,1.5482300595255407,Stage 3: vs. Heuristic V2
65,0.38430461364082447,0.2506822167213251,3,0.8509765561638482,1.5524127616864016,Stage 3: vs. Heuristic V2
66,0.026964134036406295,0.24904578703096103,1,0.8455474771965973,1.5561676416632966,Stage 3: vs. Heuristic V2
67,-1.587267532629097,0.2470006047562401,1,0.8452967727673115,1.561068085379504,Stage 3: vs. Heuristic V2
68,-0.9430281317233673,0.24642616766328093,1,0.8438518139156648,1.5560927129446323,Stage 3: vs. Heuristic V2
69,1.9531354683255922,0.24736319720086533,2,0.8398525953978292,1.5516543080920997,Stage 3: vs. Heuristic V2
70,-1.056227210892873,0.24598859168189915,2,0.8427787054392416,1.553089973380435,Stage 3: vs. Heuristic V2
71,-1.4992649280391142,0.24612592912366107,2,0.8498948051330711,1.561971502094454,Stage 3: vs. Heuristic V2
72,-0.42815406860262495,0.24772356992862085,3,0.8489730675749259,1.5660885287413369,Stage 3: vs. Heuristic V2
73,-0.12032715733715554,0.24785843549364048,2,0.8510523633205495,1.5577767019160915,Stage 3: vs. Heuristic V2
74,-0.06260911967237612,0.24594691888520315,3,0.8493391131827301,1.5508248880933466,Stage 3: vs. Heuristic V2
75,0.08362035955122993,0.24368620918323686,3,0.8540262397690828,1.5508853768421982,Stage 3: vs. Heuristic V2
76,-0.0009414070185340545,0.24414735790816067,2,0.8589715634173714,1.542767961819711,Stage 3: vs. Heuristic V2
77,-0.6840458570855495,0.2445340875283612,1,0.857597650830862,1.5372290214466098,Stage 3: vs. Heuristic V2
78,-0.8646030581709205,0.24466452518414641,1,0.853594242310861,1.5366209588257467,Stage 3: vs. Heuristic V2
79,-0.6549482070899875,0.24575329074313382,2,0.8546033363614508,1.5415147555637698,Stage 3: vs. Heuristic V2
80,0.3155621592919514,0.24646489355249948,3,0.863232523854023,1.5410833486751583,Stage 3: vs. Heuristic V2
81,-1.5173669506807053,0.24647564953635348,1,0.8651876328422948,1.5363887720698268,Stage 3: vs. Heuristic V2
82,1.304012822610809,0.24646917816799643,1,0.8666808086757058,1.5445147861769317,Stage 3: vs. Heuristic V2
83,0.2099429081569835,0.24831085787199023,4,0.8649543503820755,1.5453133699687351,Stage 3: vs. Heuristic V2
84,0.8212251914627137,0.2496129459786509,2,0.8651807142076984,1.5441401190161832,Stage 3: vs. Heuristic V2
85,-2.241834845689999,0.2525171487154706,3,0.8590941129744717,1.541405885380946,Stage 3: vs. Heuristic V2
86,-0.49318419944537273,0.2548188798655418,1,0.8630641291712917,1.5481620344880995,Stage 3: vs. Heuristic V2
87,0.6523332948733946,0.2555424396112284,2,0.8685995775499545,1.5417836065594301,Stage 3: vs. Heuristic V2
88,0.28060090585407094,0.2577179419481344,1,0.8645394308478277,1.536624895845808,Stage 3: vs. Heuristic V2
89,0.25062008897398114,0.25481652993063947,1,0.8693099543440739,1.5304546385348963,Stage 3: vs. Heuristic V2
90,-0.7236896085081596,0.2552594077299668,1,0.8600811512077448,1.524699483669716,Stage 3: vs. Heuristic V2
91,-0.5246654549662761,0.25505910997550246,2,0.8621082415915216,1.5243445716166728,Stage 3: vs. Heuristic V2
92,0.27302913523777983,0.2537928539336612,4,0.8546959279443839,1.5239010079490498,Stage 3: vs. Heuristic V2
93,0.6977276942777751,0.2539803275106286,4,0.8464852646951149,1.5133259345822505,Stage 3: vs. Heuristic V2
94,0.3480259957896559,0.25278912974169676,4,0.8475643931800751,1.503847231281625,Stage 3: vs. Heuristic V2
95,0.2361910867795011,0.2504656182751033,1,0.8559039999207767,1.4948156862915603,Stage 3: vs. Heuristic V2
96,-1.078919126812263,0.25347038971323926,1,0.8553042314576962,1.494990594377261,Stage 3: vs. Heuristic V2
97,0.9854698585973506,0.25585182903672077,3,0.8571892372091149,1.4943361823819283,Stage 3: vs. Heuristic V2
98,-1.0666086067616263,0.2569319832961305,3,0.8594212182352549,1.4934003253605974,Stage 3: vs. Heuristic V2
99,-0.08471625134128066,0.257835069015599,1,0.8554599596993311,1.4898118287438675,Stage 3: vs. Heuristic V2
100,-0.4743593240462308,0.258994747150372,2,0.8564127831656135,1.4921947380937859,Stage 3: vs. Heuristic V2
101,-0.4776795867267052,0.25825241946090843,2,0.853367447497763,1.4830851686857092,Stage 3: vs. Heuristic V2
102,1.1788919508340288,0.25679801796964946,1,0.8535791874786968,1.47388353220419,Stage 3: vs. Heuristic V2
103,0.39700335930607344,0.256658672432884,3,0.8517731804626417,1.481960125970356,Stage 3: vs. Heuristic V2
104,-1.0331342413138749,0.2582125768527337,4,0.8460324323527952,1.4863420680717534,Stage 3: vs. Heuristic V2
105,-0.42679436159883566,0.25863928892295723,3,0.8401972195275965,1.4876116830688704,Stage 3: vs. Heuristic V2
106,-0.9992959363732602,0.2578573382389123,4,0.8372074771752406,1.490649337542231,Stage 3: vs. Heuristic V2
107,-0.09126211052245976,0.2564226497846483,3,0.8418947413503699,1.4985131053608576,Stage 3: vs. Heuristic V2
108,-0.9682731726587513,0.25939780765339127,4,0.8379668920221308,1.4987410006689335,Stage 3: vs. Heuristic V2
109,-1.4672719343916334,0.2596847078822976,3,0.8333211326069486,1.504957142796161,Stage 3: vs. Heuristic V2
110,-0.9585617084169704,0.2595145390708102,1,0.830128171281319,1.5043535748476147,Stage 3: vs. Heuristic V2
111,-2.5693857155838415,0.26180067825200687,2,0.8352006958784629,1.5035025930922843,Stage 3: vs. Heuristic V2
112,0.5809302510827196,0.26170325519048376,2,0.8338567186208333,1.506495399454159,Stage 3: vs. Heuristic V2
113,0.32924501426600694,0.2587638588768966,2,0.8374465555975075,1.505318090679284,Stage 3: vs. Heuristic V2
114,-0.7367157899991038,0.2584094135836274,1,0.8416451481914399,1.5010547078241612,Stage 3: vs. Heuristic V2
115,-0.8191599707391569,0.25863149189123813,4,0.845678248340182,1.4960096985830402,Stage 3: vs. Heuristic V2
116,-1.1085875874513536,0.258552256292813,2,0.8463543611901064,1.493346813349497,Stage 3: vs. Heuristic V2
117,-0.11461046112500958,0.2602604211471571,3,0.8396092193750649,1.498363402284138,Stage 3: vs. Heuristic V2
118,0.2947743484601302,0.25791446321030115,4,0.838821549065229,1.5029252373118307,Stage 3: vs. Heuristic V2
119,-1.2920801193124596,0.25927178223484454,4,0.83761083051815,1.5142943243759603,Stage 3: vs. Heuristic V2
120,-1.2449246817462207,0.258001880663541,1,0.8403122074168707,1.5193706236395685,Stage 3: vs. Heuristic V2
121,0.5300979831989291,0.25568112488492856,2,0.8449328263621835,1.5070272517510854,Stage 3: vs. Heuristic V2
122,-0.4065602650012806,0.25579547483686454,1,0.8519639363019953,1.5165201803925497,Stage 3: vs. Heuristic V2
123,1.1534084175745385,0.25472371399712584,2,0.8593990649763746,1.5206542544419763,Stage 3: vs. Heuristic V2
124,0.5496055380787578,0.25511272961083,2,0.8556677401377882,1.5214916454815761,Stage 3: vs. Heuristic V2
125,-1.6890694957711747,0.25698034706338374,4,0.8505713408930554,1.5334198899731921,Stage 3: vs. Heuristic V2
126,-1.062707628722872,0.25591022167140914,4,0.8570853812306886,1.5273568865559237,Stage 3: vs. Heuristic V2
127,0.5620327373869242,0.2547441536755876,3,0.85793033828287,1.5171826726382098,Stage 3: vs. Heuristic V2
128,-1.400372729543161,0.253844852858148,2,0.8517727719458874,1.5185335799681312,Stage 3: vs. Heuristic V2
129,-0.953219151218053,0.2534147371133778,3,0.8567836485067029,1.5219267675018726,Stage 3: vs. Heuristic V2
130,0.25329480031784746,0.2534516286035977,2,0.8480991487482287,1.5133700915185082,Stage 3: vs. Heuristic V2
131,1.0457494217315892,0.2523461991362005,4,0.8481669478387076,1.5135912470946764,Stage 3: vs. Heuristic V2
132,-1.2868810397495376,0.25405273161479036,3,0.8461657423127623,1.5118911380108329,Stage 3: vs. Heuristic V2
133,0.3576057080859708,0.252087612056359,4,0.850364649586383,1.5021175617435882,Stage 3: vs. Heuristic V2
134,-0.4366338180281424,0.251506604290262,2,0.8522897720115741,1.5082557421497742,Stage 3: vs. Heuristic V2
135,-2.4431797947072047,0.253823835176925,1,0.8536926817081132,1.513219296693332,Stage 3: vs. Heuristic V2
136,0.613428072590865,0.2549588598003341,3,0.8496290331146192,1.508184880336664,Stage 3: vs. Heuristic V2
137,-0.4117344474780301,0.254208751441639,3,0.8486432472784482,1.4958214962272751,Stage 3: vs. Heuristic V2
138,-0.20864722402051314,0.2539287393241134,3,0.8549163181943762,1.4883637862197292,Stage 3: vs. Heuristic V2
139,0.6673112017819409,0.25306146755870007,3,0.8555442380161897,1.48295180438225,Stage 3: vs. Heuristic V2
140,0.5532180195152043,0.25078304804774687,2,0.8562587219856295,1.4804004193847056,Stage 3: vs. Heuristic V2
141,-0.8608151473751872,0.24782046375892464,3,0.8523883274830809,1.4894139461304816,Stage 3: vs. Heuristic V2
142,-1.0452171321946204,0.24721949538800814,3,0.8539186461831029,1.478872131664634,Stage 3: vs. Heuristic V2
143,0.6684208023539151,0.24762887582876245,3,0.8538200308248197,1.4714483297787673,Stage 3: vs. Heuristic V2
144,1.8137492904396209,0.2464579808996098,1,0.8519507684725792,1.4724249039592239,Stage 3: vs. Heuristic V2
145,-0.34362873437640906,0.244842369904041,3,0.8488675148971467,1.4834755072336852,Stage 3: vs. Heuristic V2
146,0.4971460451915434,0.24317137341017017,2,0.84852017864932,1.4779580506184238,Stage 3: vs. Heuristic V2
147,-0.3053100932898337,0.24249490762226433,1,0.8565161479650173,1.4817665907353506,Stage 3: vs. Heuristic V2
148,-0.08490803893715115,0.24390956310404288,3,0.8561609127875985,1.4759417393000638,Stage 3: vs. Heuristic V2
149,0.2266718191066632,0.24246538387581426,2,0.8569037990184598,1.466297026732435,Stage 3: vs. Heuristic V2
150,-0.9018886412963834,0.24318908175667722,4,0.8601861564088711,1.4680425375283825,Stage 3: vs. Heuristic V2
151,-0.5938647009818712,0.2447744577682281,1,0.8588325592523826,1.4805523960431188,Stage 3: vs. Heuristic V2
152,0.29385908954572626,0.24624200841868873,4,0.8567630906383598,1.4752848072700424,Stage 3: vs. Heuristic V2
153,0.13796593793585923,0.24595431203482315,2,0.8494849465071642,1.4781295591037715,Stage 3: vs. Heuristic V2
154,0.2568523203000758,0.24560410306929603,4,0.8565837562041652,1.4876507825033158,Stage 3: vs. Heuristic V2
155,0.5054924895911558,0.24508040564237848,1,0.8584843165485236,1.4763635059334197,Stage 3: vs. Heuristic V2
156,-0.6109760271591212,0.24577033556839678,2,0.8598311503121392,1.4813264746789325,Stage 3: vs. Heuristic V2
157,0.12207526925079126,0.24543299189205686,3,0.8607940834635391,1.4829135461798615,Stage 3: vs. Heuristic V2
158,0.11383464079369054,0.24526985953896518,1,0.862629404454626,1.4795265596518727,Stage 3: vs. Heuristic V2
159,0.1351552655991383,0.24626382925218687,3,0.8594557760630139,1.4792215123624102,Stage 3: vs. Heuristic V2
160,-0.5447024413733487,0.24619095703812127,2,0.8640289836485381,1.4759601084177687,Stage 3: vs. Heuristic V2
161,0.43424116460394824,0.24764427752443638,3,0.8595224620837792,1.482889672780704,Stage 3: vs. Heuristic V2
162,0.059881875063591126,0.2481423802469948,1,0.8613590941880125,1.4835171997674121,Stage 3: vs. Heuristic V2
163,0.28696975813419034,0.2500776747112968,3,0.8574590327566409,1.4847273624754853,Stage 3: vs. Heuristic V2
164,0.010261983332873762,0.2503707609215307,2,0.8619387866591594,1.4807454743915593,Stage 3: vs. Heuristic V2
165,0.3794261833258746,0.24615036998672324,3,0.8648858435858426,1.4725129565415946,Stage 3: vs. Heuristic V2
166,0.33096132856711113,0.24632418519575952,4,0.8635831168623623,1.471238627068406,Stage 3: vs. Heuristic V2
167,-0.11954009624915195,0.2470372158906005,2,0.8568066757895483,1.4778541095196898,Stage 3: vs. Heuristic V2
168,-0.3510245662959644,0.2471790997434344,1,0.8522556818053367,1.486887393545021,Stage 3: vs. Heuristic V2
169,0.41024630358225794,0.24874919179835933,4,0.8543565609875929,1.491304507023241,Stage 3: vs. Heuristic V2
170,-0.5341372193115449,0.25006151996572445,3,0.8533436478086329,1.4937207711612885,Stage 3: vs. Heuristic V2
171,-0.2400210919089008,0.2511385524732153,2,0.8567556393445677,1.489396724278076,Stage 3: vs. Heuristic V2
172,-0.0027490859809637253,0.2518979375231741,4,0.853405289881365,1.4979378800551781,Stage 3: vs. Heuristic V2
173,0.32175506436682394,0.2532080147444587,4,0.853549047411247,1.5066253941093517,Stage 3: vs. Heuristic V2
174,0.3557962271406553,0.2535778005110562,1,0.8553383036086835,1.5005101470539863,Stage 3: vs. Heuristic V2
175,-0.0734327363573703,0.2559307893901243,3,0.8532477304002325,1.4932005671025437,Stage 3: vs. Heuristic V2
176,-0.5819869227780408,0.2569214796467047,1,0.8551334922904225,1.4972996004018355,Stage 3: vs. Heuristic V2
177,-0.2790241442489424,0.25549856170187923,1,0.8506499787198148,1.4901866068491356,Stage 3: vs. Heuristic V2
178,0.5621111231054394,0.25607798524012326,1,0.8494256727835087,1.4936529454403262,Stage 3: vs. Heuristic V2
179,0.14064060396754446,0.2579141894260926,3,0.8488146575361458,1.501154614771359,Stage 3: vs. Heuristic V2
180,0.04434909554760634,0.25632547727533334,3,0.8490154923411829,1.495534504020187,Stage 3: vs. Heuristic V2
181,-0.06679674026863555,0.2554352585199611,2,0.848513152039419,1.484614719930289,Stage 3: vs. Heuristic V2
182,-0.22415341494577207,0.25606226767491447,1,0.8458794463516512,1.4809021121787256,Stage 3: vs. Heuristic V2
183,-0.11675241706494288,0.25751651486562416,4,0.8537717296221982,1.4778711284249002,Stage 3: vs. Heuristic V2
184,0.2227345817520867,0.25963787965884805,1,0.8461497821991647,1.4779327376494806,Stage 3: vs. Heuristic V2
185,0.10846616636947683,0.2604912274141125,4,0.8419931869309673,1.4862101969565251,Stage 3: vs. Heuristic V2
186,0.054248024934824376,0.26035671973679025,2,0.8330916076235856,1.4744023457765782,Stage 3: vs. Heuristic V2
187,0.277553368132631,0.2616857747166832,3,0.8277066829023573,1.4801176263166833,Stage 3: vs. Heuristic V2
188,0.32750772171796755,0.2636446549564051,2,0.8260851322190815,1.4895238165153482,Stage 3: vs. Heuristic V2
189,-0.2492338642618947,0.26319950762841293,2,0.8309170232803176,1.4868889933405358,Stage 3: vs. Heuristic V2
190,-0.12012423253072198,0.26353417987829136,2,0.8273208609781659,1.4934799864197976,Stage 3: vs. Heuristic V2
191,0.49114924282477634,0.2650667130544699,3,0.8317118453540342,1.4957421656545038,Stage 3: vs. Heuristic V2
192,-0.0014037921258914926,0.2658389967238651,4,0.8298644219213884,1.503567945976725,Stage 3: vs. Heuristic V2
193,-0.07365015697914093,0.26706712376826885,1,0.835370619471004,1.5008022906779026,Stage 3: vs. Heuristic V2
194,-0.16740866319370923,0.26659196269559066,2,0.8304717256192103,1.5051827270084794,Stage 3: vs. Heuristic V2
195,-0.5725611814406676,0.27362242061888936,1,0.8314138022223939,1.5074616075632257,Stage 3: vs. Heuristic V2
196,0.3588962421436071,0.2726554880674211,2,0.8361659643084749,1.5091859283039777,Stage 3: vs. Heuristic V2
197,-0.2789885037741886,0.27416122384435565,3,0.8416963259948116,1.5058716759259867,Stage 3: vs. Heuristic V2
198,0.17915352126307996,0.2732731510270091,3,0.8455751055519322,1.5057978634285012,Stage 3: vs. Heuristic V2
199,-0.20881030872244954,0.2724105857474042,3,0.8513019261435353,1.5021528670695432,Stage 3: vs. Heuristic V2
200,0.3594681327586059,0.27269461352191116,2,0.8470824729589553,1.501793529299616,Stage 3: vs. Heuristic V2
201,-0.17494813217767777,0.27359087992430925,4,0.846062090757668,1.5063865824466984,Stage 3: vs. Heuristic V2
202,0.021992306533080985,0.27321909812185663,3,0.8500045661933218,1.5068567051796142,Stage 3: vs. Heuristic V2
203,0.3023745288309843,0.27261732342402956,2,0.8504019774440681,1.5066523795990134,Stage 3: vs. Heuristic V2
204,0.36458083462367474,0.2736128828122966,1,0.8471169820152976,1.514886002281924,Stage 3: vs. Heuristic V2
205,0.2506239375443716,0.27156434632130766,1,0.8513343922945399,1.51923519906334,Stage 3: vs. Heuristic V2
206,-0.29007288994878055,0.27352794893909166,1,0.847875817507713,1.52154693518372,Stage 3: vs. Heuristic V2
207,0.04611133088529615,0.27591887282821337,4,0.849790026746943,1.5292348906849753,Stage 3: vs. Heuristic V2
208,-0.26449596229032735,0.2761337096377544,4,0.8548834611992704,1.5294365787325406,Stage 3: vs. Heuristic V2
209,-0.0523393758805103,0.276168860070951,4,0.8571972614639455,1.5287356413222684,Stage 3: vs. Heuristic V2
210,0.28738462716278956,0.27966453243884204,4,0.8568106825364606,1.5307342659567955,Stage 3: vs. Heuristic V2
211,-0.36525672003583287,0.2819442987442841,1,0.8573177426070556,1.538135565922142,Stage 3: vs. Heuristic V2
212,-0.08967241482262786,0.28029808896578245,4,0.8608772806398997,1.5443018402796962,Stage 3: vs. Heuristic V2
213,-0.017952350487733637,0.2804873335886739,4,0.8583182744164122,1.547034749755845,Stage 3: vs. Heuristic V2
214,-0.1162007497917592,0.28057101284406094,3,0.8623289736089715,1.5427988585800978,Stage 3: vs. Heuristic V2
215,0.6635897729201652,0.279220481403344,4,0.867077642183433,1.5421839968569033,Stage 3: vs. Heuristic V2
216,-0.23690799090138337,0.27756615693769665,1,0.8728475540439652,1.5506465430760437,Stage 3: vs. Heuristic V2
217,-0.14142670059187865,0.27741567420560836,3,0.8748283270003964,1.5508143333929993,Stage 3: vs. Heuristic V2
218,0.04372173719991154,0.2771172519898944,1,0.8797909155954717,1.5481956506145116,Stage 3: vs. Heuristic V2
219,-0.1364494722237618,0.2778910025880756,3,0.8780992937997438,1.5547916050927213,Stage 3: vs. Heuristic V2
220,0.4266857300946688,0.2781701348585829,1,0.8830168267192218,1.5565010492527416,Stage 3: vs. Heuristic V2
221,0.2710434865536926,0.27804411365382903,1,0.8833474488065557,1.5528399942834448,Stage 3: vs. Heuristic V2
222,0.35053697354231883,0.27760007901824973,3,0.8849020547980833,1.5511584495431932,Stage 3: vs. Heuristic V2
223,0.7505040437326285,0.2774921771991414,3,0.8812614046958285,1.5584699098579196,Stage 3: vs. Heuristic V2
224,0.20183765616813315,0.2783908733851259,1,0.8853145841254892,1.5542564155737046,Stage 3: vs. Heuristic V2
225,0.23974112104060785,0.2750911758830276,3,0.8832694209615694,1.5577781524663183,Stage 3: vs. Heuristic V2
226,0.205958870243115,0.27835203714832796,1,0.8825595465378736,1.5631770671880902,Stage 3: vs. Heuristic V2
227,0.6658767497041641,0.2793148612664559,1,0.8822317289977897,1.566946932111459,Stage 3: vs. Heuristic V2
228,-0.31085584028034957,0.281105158937087,3,0.8813828270324976,1.5636098643957388,Stage 3: vs. Heuristic V2
229,0.23784912423923163,0.28214495379591653,2,0.8781277255478969,1.5637795527166256,Stage 3: vs. Heuristic V2
230,0.6743600430461003,0.28487050760079413,1,0.8825651302605212,1.5665831663326655,Stage 3: vs. Heuristic V2
231,-0.43482121900057397,0.28693118179054206,2,0.8813627254509018,1.5642785571142284,Stage 3: vs. Heuristic V2
232,0.23140490019925308,0.2871161080652675,3,0.8801603206412826,1.5619739478957917,Stage 3: vs. Heuristic V2
233,0.5425530303472215,0.28674317931551807,4,0.8789579158316633,1.559669338677355,Stage 3: vs. Heuristic V2
234,0.022451241864451826,0.28754992336985696,1,0.8777555110220441,1.557364729458918,Stage 3: vs. Heuristic V2
235,-0.5644928502161987,0.28986921108078323,4,0.8765531062124249,1.5550601202404808,Stage 3: vs. Heuristic V2
236,0.6500840808447416,0.29049397420572565,2,0.8753507014028057,1.5527555110220441,Stage 3: vs. Heuristic V2
237,0.08747991884598275,0.290171200712147,3,0.8741482965931863,1.5504509018036075,Stage 3: vs. Heuristic V2
238,0.2842310047991682,0.29058849066106507,3,0.8729458917835672,1.5481462925851703,Stage 3: vs. Heuristic V2
239,-0.12602114236837375,0.291776529118731,3,0.8717434869739479,1.5458416833667337,Stage 3: vs. Heuristic V2
240,1.0879881616582714,0.2909688077588993,2,0.8705410821643287,1.5435370741482966,Stage 3: vs. Heuristic V2
241,0.9578897869253336,0.290374440946857,1,0.8693386773547095,1.5412324649298597,Stage 3: vs. Heuristic V2
242,0.014253981146953532,0.29139298639671873,2,0.8681362725450902,1.538927855711423,Stage 3: vs. Heuristic V2
243,0.4078076653766239,0.2915750702978199,2,0.8669338677354709,1.536623246492986,Stage 3: vs. Heuristic V2
244,0.4260638804814523,0.291521431498665,2,0.8657314629258516,1.5343186372745492,Stage 3: vs. Heuristic V2
